text,translation,tags
"In order to make [C:6:0:1]Metal Bars[C:7:0:0] for the [C:2:0:0]Metalsmith[C:7:0:0], you must smelt [C:6:0:1]Ore[C:7:0:0]. This can done at the [C:6:0:0]Smelter[C:7:0:0] which can be found under [C:5:0:1]Workshops[C:7:0:0] -> [C:5:0:1]Furnaces[C:7:0:0] -> [C:5:0:1]Smelter[C:7:0:0]. [C:6:0:1]Ore[C:7:0:0] is mined underground, below the soil layers.[B]If you have found magma you can build a [C:6:0:0]Magma Smelter[C:7:0:0] directly over it, otherwise you need [C:6:0:1]Fuel[C:7:0:0]. To get [C:6:0:1]Fuel[C:7:0:0] you need to make [C:6:0:1]Charcoal[C:7:0:0] with a [C:6:0:0]Wood Furnace[C:7:0:0], found at [C:5:0:1]Workshops[C:7:0:0] -> [C:5:0:1]Furnaces[C:7:0:0] -> [C:5:0:1]Wood Furnace[C:7:0:0]. You may switch to other forms of [C:6:0:1]Fuel[C:7:0:0] later, such as [C:6:0:1]Coal[C:7:0:0], but you will usually need [C:6:0:1]Charcoal[C:7:0:0] from the [C:6:0:0]Wood Furnace[C:7:0:0] to start the process.","[C:2:0:0]대장장이[C:7:0:0]를 위한 [C:6:0:1]금속 주괴[C:7:0:0]를 만들려면 [C:6:0:1]광석[C:7:0:0]을 제련해야 합니다. 이는 [C:5:0:1]작업장[C:7:0:0] -> [C:5:0:1]용광로[C:7:0:0] -> [C:5:0:1]제련소[C:7:0:0]에서 찾을 수 있는 [C:6:0:0]제련소[C:7:0:0]에서 할 수 있습니다. [C:6:0:1]광석[C:7:0:0]은 토양층 아래 지하에서 채굴됩니다.[B]마그마를 찾았다면 그 바로 위에 [C:6:0:0]마그마 제련소[C:7:0:0]를 지을 수 있지만, 그렇지 않다면 [C:6:0:1]연료[C:7:0:0]가 필요합니다. [C:6:0:1]연료[C:7:0:0]를 얻으려면 [C:5:0:1]작업장[C:7:0:0] -> [C:5:0:1]용광로[C:7:0:0] -> [C:5:0:1]숯가마[C:7:0:0]에서 찾을 수 있는 [C:6:0:0]숯가마[C:7:0:0]로 [C:6:0:1]목탄[C:7:0:0]을 만들어야 합니다. 나중에 [C:6:0:1]석탄[C:7:0:0]과 같은 다른 형태의 [C:6:0:1]연료[C:7:0:0]로 전환할 수 있지만, 공정을 시작하려면 보통 [C:6:0:0]숯가마[C:7:0:0]에서 나온 [C:6:0:1]목탄[C:7:0:0]이 필요합니다.",
"It is a dangerous world, and if the entrances of your fortress are left open, you can succumb to invasions. [B]The best way to avoid this fate is to build traps and lock the ways into your fortress.  The ways to build traps are as wild as your imagination. Most require [C:6:0:1]Mechanisms[C:7:0:0] made at the [C:6:0:0]Mechanic's Shop[C:7:0:0], using [C:5:0:1]Workshops[C:7:0:0] -> [C:5:0:1]Mechanic[C:7:0:0]. [B]To stop some enemies from entering your fortress use [C:5:0:1]Build[C:7:0:0] -> [C:5:0:1]Machines/fluids[C:7:0:0] -> [C:5:0:1]Lever[C:7:0:0] to build a [C:6:0:0]Lever[C:7:0:0]. Then click on the [C:6:0:0]Lever[C:7:0:0] and choose to link it to a [C:6:0:0]Bridge[C:7:0:0] or [C:6:0:0]Door[C:7:0:0].  This will lock the [C:6:0:0]Door[C:7:0:0] or raise the [C:6:0:0]Bridge[C:7:0:0], locking you inside. [B]There are also predesigned traps, such as [C:6:0:0]Weapon[C:7:0:0], [C:6:0:0]Cage[C:7:0:0], and [C:6:0:0]Stone-Fall Traps[C:7:0:0]. These require a [C:6:0:1]Weapon[C:7:0:0], [C:6:0:1]Cage[C:7:0:0], or [C:6:0:1]Boulder[C:7:0:0] to function. ","이곳은 위험한 세상이며, 요새 입구를 열어두면 침략에 굴복할 수 있습니다. [B]이 운명을 피하는 가장 좋은 방법은 함정을 설치하고 요새로 들어오는 길을 잠그는 것입니다. 함정을 만드는 방법은 상상력만큼이나 다양합니다. 대부분은 [C:5:0:1]작업장[C:7:0:0] -> [C:5:0:1]기계공[C:7:0:0]을 사용하여 [C:6:0:0]기계공 작업장[C:7:0:0]에서 만든 [C:6:0:1]메커니즘[C:7:0:0]이 필요합니다. [B]적이 요새로 들어오는 것을 막으려면 [C:5:0:1]건설[C:7:0:0] -> [C:5:0:1]기계/유체[C:7:0:0] -> [C:5:0:1]레버[C:7:0:0]를 사용하여 [C:6:0:0]레버[C:7:0:0]를 만드십시오. 그런 다음 [C:6:0:0]레버[C:7:0:0]를 클릭하고 [C:6:0:0]다리[C:7:0:0]나 [C:6:0:0]문[C:7:0:0]에 연결하도록 선택하십시오. 이렇게 하면 [C:6:0:0]문[C:7:0:0]을 잠그거나 [C:6:0:0]다리[C:7:0:0]를 들어 올려 내부를 봉쇄할 수 있습니다. [B][C:6:0:0]무기[C:7:0:0], [C:6:0:0]우리[C:7:0:0], [C:6:0:0]낙석 함정[C:7:0:0]과 같이 미리 설계된 함정도 있습니다. 이것들이 작동하려면 [C:6:0:1]무기[C:7:0:0], [C:6:0:1]우리[C:7:0:0] 또는 [C:6:0:1]돌덩이[C:7:0:0]가 필요합니다.",
"Non-alcoholic water is essential to a functioning fortress.  The most favored place to get it is from a [C:6:0:0]Well[C:7:0:0]. [B][C:6:0:0]Wells[C:7:0:0] require a [C:6:0:1]Bucket[C:7:0:0], [C:6:0:1]Blocks[C:7:0:0], a [C:6:0:1]Rope[C:7:0:0] or [C:6:0:1]Chain[C:7:0:0], and [C:6:0:1]Mechanisms[C:7:0:0].  They can be built over any body of water.  It is possible to find water underground, or divert it from the surface.","알코올이 없는 물은 요새가 기능하는 데 필수적입니다. 물을 얻기에 가장 선호되는 곳은 [C:6:0:0]우물[C:7:0:0]입니다. [B][C:6:0:0]우물[C:7:0:0]에는 [C:6:0:1]양동이[C:7:0:0], [C:6:0:1]블록[C:7:0:0], [C:6:0:1]로프[C:7:0:0]나 [C:6:0:1]사슬[C:7:0:0], [C:6:0:1]메커니즘[C:7:0:0]이 필요합니다. 우물은 모든 수역 위에 지을 수 있습니다. 지하에서 물을 찾거나 지표면에서 물을 끌어올 수도 있습니다.",
"Aquifers can block the downward progress of your fortress, but it is possible to bypass them. [B]One way is to simply re-designate the damp stone for mining in order to build a 3x3 room around the stairs. You can then build [C:6:0:0]Walls[C:7:0:0] around the stairs until the leaking water is blocked off. [B]Repeat this pattern until you get below the aquifer.","대수층은 요새가 아래로 확장하는 것을 막을 수 있지만, 우회할 수 있습니다. [B]한 가지 방법은 단순히 젖은 돌을 채굴하도록 다시 지정하여 계단 주위에 3x3 방을 만드는 것입니다. 그런 다음 물이 새는 것이 차단될 때까지 계단 주위에 [C:6:0:0]벽[C:7:0:0]을 쌓을 수 있습니다. [B]대수층 아래로 내려갈 때까지 이 패턴을 반복하십시오.",
"Eventually the [C:6:0:1]Clothing[C:7:0:0] that your residents start with will rot away. While it is possible to trade for [C:6:0:1]Clothing[C:7:0:0], [C:6:0:1]Cloth[C:7:0:0], or [C:6:0:1]Leather[C:7:0:0], you can also farm [C:6:0:1]Pigtails[C:7:0:0], gather [C:6:0:1]Silk[C:7:0:0], or tan [C:6:0:1]Skins[C:7:0:0] for [C:6:0:1]Leather[C:7:0:0]. [B]After harvesting plants like the [C:6:0:1]Pigtail[C:7:0:0], first process them at the [C:6:0:0]Farmer's Workshop[C:7:0:0], then weave [C:6:0:1]Cloth[C:7:0:0] at the [C:6:0:0]Loom[C:7:0:0], then make [C:6:0:1]Clothing[C:7:0:0] at the [C:6:0:0]Clothier[C:7:0:0]. Gathered [C:6:0:1]Silk[C:7:0:0] can go directly to the [C:6:0:0]Loom[C:7:0:0].[B][C:6:0:1]Skins[C:7:0:0] can be obtained by butchering [C:2:0:0]Livestock[C:7:0:0] at the [C:6:0:0]Butcher's Shop[C:7:0:0]. [C:6:0:1]Skins[C:7:0:0] are tanned at the [C:6:0:0]Tanner's Shop[C:7:0:0], and made into [C:6:0:1]Clothing[C:7:0:0] at the [C:6:0:0]Leather Works[C:7:0:0].","결국 주민들이 처음 입고 있던 [C:6:0:1]의복[C:7:0:0]은 썩어 없어질 것입니다. [C:6:0:1]의복[C:7:0:0], [C:6:0:1]천[C:7:0:0], [C:6:0:1]가죽[C:7:0:0]을 교역할 수도 있지만, [C:6:0:1]돼지꼬리풀(Pigtails)[C:7:0:0]을 재배하거나, [C:6:0:1]비단[C:7:0:0]을 모으거나, [C:6:0:1]가죽[C:7:0:0]을 위해 [C:6:0:1]가죽(Skin)[C:7:0:0]을 무두질할 수도 있습니다. [B][C:6:0:1]돼지꼬리풀[C:7:0:0] 같은 식물을 수확한 후, 먼저 [C:6:0:0]농부 작업장[C:7:0:0]에서 가공한 다음, [C:6:0:0]직조기[C:7:0:0]에서 [C:6:0:1]천[C:7:0:0]을 짜고, [C:6:0:0]옷 제작소[C:7:0:0]에서 [C:6:0:1]의복[C:7:0:0]을 만듭니다. 수집된 [C:6:0:1]비단[C:7:0:0]은 [C:6:0:0]직조기[C:7:0:0]로 바로 보낼 수 있습니다.[B][C:6:0:1]가죽(Skin)[C:7:0:0]은 [C:6:0:0]푸줏간[C:7:0:0]에서 [C:2:0:0]가축[C:7:0:0]을 도축하여 얻을 수 있습니다. [C:6:0:1]가죽(Skin)[C:7:0:0]은 [C:6:0:0]무두질 작업장[C:7:0:0]에서 무두질되며, [C:6:0:0]가죽 세공소[C:7:0:0]에서 [C:6:0:1]의복[C:7:0:0]으로 만들어집니다.",
"[C:3:0:0]Meeting Areas[C:7:0:0] are [C:3:0:0]Zones[C:7:0:0] where your citizens gather when not working or taking care of their needs. [C:3:0:0]Zones[C:7:0:0] can be assigned to special [C:1:0:1]Locations[C:7:0:0]. Usually one [C:3:0:0]Meeting Area[C:7:0:0] is sufficient, but [C:1:0:1]Locations[C:7:0:0] can span several [C:3:0:0]Zones[C:7:0:0]. There are five types of [C:1:0:1]Locations[C:7:0:0], which we'll go over in turn.","[C:3:0:0]만남의 장소[C:7:0:0]는 시민들이 일하지 않거나 욕구를 해결하지 않을 때 모이는 [C:3:0:0]구역[C:7:0:0]입니다. [C:3:0:0]구역[C:7:0:0]은 특별한 [C:1:0:1]위치[C:7:0:0]에 할당될 수 있습니다. 보통 하나의 [C:3:0:0]만남의 장소[C:7:0:0]면 충분하지만, [C:1:0:1]위치[C:7:0:0]는 여러 [C:3:0:0]구역[C:7:0:0]에 걸쳐 있을 수 있습니다. 다섯 가지 유형의 [C:1:0:1]위치[C:7:0:0]가 있으며 차례대로 살펴보겠습니다.",
"[C:7:0:1]Taverns[C:7:0:0][B][C:1:0:1]Taverns[C:7:0:0] are where your residents gather to drink, socialize, tell stories, and dance. [B]To have a fully functioning [C:1:0:1]Tavern[C:7:0:0] you must have a [C:6:0:0]Stockpile[C:7:0:0] with [C:6:0:1]Booze[C:7:0:0] in it, preferably close by. The inhabitants also like to drink from [C:6:0:1]Goblets[C:7:0:0], [C:6:0:1]Cups[C:7:0:0], or [C:6:0:1]Mugs[C:7:0:0].  These must be stored in [C:6:0:0]Chests[C:7:0:0] or [C:6:0:0]Coffers[C:7:0:0] inside the [C:1:0:1]Tavern[C:7:0:0].  Optionally you can place [C:6:0:0]Tables[C:7:0:0] and [C:6:0:0]Chairs[C:7:0:0] where your residents can eat. [B]You may also leave a cleared space your tavern-goers will use as a dance floor.  If you have any [C:6:0:1]Musical Instruments[C:7:0:0] these can also be used by the [C:1:0:1]Tavern[C:7:0:0]. [B]From the [C:5:0:1]Tavern Info Menu[C:7:0:0] you can choose to assign [C:5:0:0]Performers[C:7:0:0] or a [C:5:0:0]Tavern Keeper[C:7:0:0] who will serve the visitors drinks. There is also an option to allow outsiders to come to your [C:1:0:1]Tavern[C:7:0:0].","[C:7:0:1]선술집[C:7:0:0][B][C:1:0:1]선술집[C:7:0:0]은 주민들이 모여 술을 마시고, 사교 활동을 하고, 이야기를 나누고, 춤을 추는 곳입니다. [B]완전하게 기능하는 [C:1:0:1]선술집[C:7:0:0]을 만들려면 [C:6:0:1]술[C:7:0:0]이 있는 [C:6:0:0]저장 구역[C:7:0:0]이 있어야 하며, 가급적 가까운 곳이 좋습니다. 주민들은 또한 [C:6:0:1]고블렛[C:7:0:0], [C:6:0:1]컵[C:7:0:0], [C:6:0:1]머그잔[C:7:0:0]으로 마시는 것을 좋아합니다. 이것들은 [C:1:0:1]선술집[C:7:0:0] 내부의 [C:6:0:0]상자[C:7:0:0]나 [C:6:0:0]궤[C:7:0:0]에 보관해야 합니다. 선택적으로 주민들이 식사할 수 있는 [C:6:0:0]탁자[C:7:0:0]와 [C:6:0:0]의자[C:7:0:0]를 배치할 수 있습니다. [B]선술집 방문객들이 춤추는 공간으로 사용할 빈 공간을 남겨둘 수도 있습니다. [C:6:0:1]악기[C:7:0:0]가 있다면 [C:1:0:1]선술집[C:7:0:0]에서 사용할 수도 있습니다. [B][C:5:0:1]선술집 정보 메뉴[C:7:0:0]에서 [C:5:0:0]공연가[C:7:0:0]를 지정하거나 방문객에게 음료를 제공할 [C:5:0:0]선술집 주인[C:7:0:0]을 지정할 수 있습니다. 외부인이 [C:1:0:1]선술집[C:7:0:0]에 오도록 허용하는 옵션도 있습니다.",
"[C:7:0:1]Temples[C:7:0:0][B][C:1:0:1]Temples[C:7:0:0] are places for faithful residents to commune with their chosen deity. [B]Upon creation of the [C:1:0:1]Location[C:7:0:0] you must choose which deity to dedicate the [C:1:0:1]Temple[C:7:0:0] to, if any. Sometimes the adherents to a certain religion will demand that you build a [C:1:0:1]Temple[C:7:0:0] to their specific deity. You can see how many worshippers of each deity live in your fortress by scrolling over their names. [B]In the [C:6:0:1]Temple Info Menu[C:7:0:0] you can see the value of the [C:1:0:1]Temple[C:7:0:0].  Sometimes the worshippers will demand that you increase the value of the temple by decorating or adding [C:6:0:0]Furniture[C:7:0:0] like [C:6:0:0]Statues[C:7:0:0]. [B]You can also add [C:6:0:0]Chests[C:7:0:0] or [C:6:0:0]Coffers[C:7:0:0] to hold [C:6:0:1]Musical Instruments[C:7:0:0] that the faithful will use. You can also assign [C:5:0:0]Performers[C:7:0:0] to the [C:1:0:1]Temple[C:7:0:0] and even [C:5:0:0]Priests[C:7:0:0] once the [C:1:0:1]Temple[C:7:0:0] becomes more established.","[C:7:0:1]사원[C:7:0:0][B][C:1:0:1]사원[C:7:0:0]은 신실한 주민들이 자신이 선택한 신과 교감하는 장소입니다. [B][C:1:0:1]위치[C:7:0:0] 생성 시 [C:1:0:1]사원[C:7:0:0]을 헌정할 신을 선택해야 합니다. 때때로 특정 종교의 신자들은 그들의 특정 신을 위한 [C:1:0:1]사원[C:7:0:0]을 지을 것을 요구합니다. 이름 위로 스크롤하여 요새에 각 신의 숭배자가 얼마나 살고 있는지 확인할 수 있습니다. [B][C:6:0:1]사원 정보 메뉴[C:7:0:0]에서 [C:1:0:1]사원[C:7:0:0]의 가치를 볼 수 있습니다. 때때로 숭배자들은 [C:6:0:0]동상[C:7:0:0]과 같은 [C:6:0:0]가구[C:7:0:0]를 추가하거나 장식하여 사원의 가치를 높일 것을 요구합니다. [B]신자들이 사용할 [C:6:0:1]악기[C:7:0:0]를 보관할 [C:6:0:0]상자[C:7:0:0]나 [C:6:0:0]궤[C:7:0:0]를 추가할 수도 있습니다. [C:1:0:1]사원[C:7:0:0]에 [C:5:0:0]공연가[C:7:0:0]를 배정할 수도 있으며, [C:1:0:1]사원[C:7:0:0]이 더 자리를 잡으면 [C:5:0:0]사제[C:7:0:0]까지 배정할 수 있습니다.",
"[C:7:0:1]Hospitals[C:7:0:0][B]Your unfortunate citizens are taken to the [C:1:0:1]Hospital[C:7:0:0] when injured.  There they will rest and given water until they are seen by a [C:5:0:0]Doctor[C:7:0:0]. [B]To fully function your [C:1:0:1]Hospital[C:7:0:0] needs to have [C:6:0:0]Beds[C:7:0:0], [C:6:0:1]Buckets[C:7:0:0] (with a source of water), [C:6:0:1]Thread[C:7:0:0] for sutures, and [C:6:0:1]Cloth[C:7:0:0] for bandages. You must build [C:6:0:0]Chests[C:7:0:0] or [C:6:0:0]Coffers[C:7:0:0] inside the [C:1:0:1]Hospital[C:7:0:0] to store these items. [B]Some injuries require [C:6:0:1]Splints[C:7:0:0], or [C:6:0:1]Gypsum Plaster Powder[C:7:0:0] for [C:6:0:1]Orthopedic Casts[C:7:0:0].  [C:6:0:1]Soap[C:7:0:0] is necessary to prevent infection. Some patients will need [C:6:0:1]Crutches[C:7:0:0] after they are treated. [B]You will need to appoint a [C:5:0:0]Chief Medical Dwarf[C:7:0:0] from the [C:5:0:1]Nobles and administrators[C:7:0:0] menu. You will need to assign a [C:5:0:0]Doctor[C:7:0:0] to the [C:1:0:1]Hospital[C:7:0:0] from the [C:5:0:1]Hospital Info Menu[C:7:0:0]. Later you can assign [C:5:0:0]Doctors[C:7:0:0] to specific roles such as the [C:5:0:0]Diagnostician[C:7:0:0]. [B]The [C:5:0:0]Doctor[C:7:0:0] will need a [C:6:0:0]Table[C:7:0:0] to perform surgeries.  Some injuries will require [C:6:0:0]Traction Benches[C:7:0:0] which can be built at the [C:6:0:0]Mechanic's Shop[C:7:0:0].","[C:7:0:1]병원[C:7:0:0][B]불운한 시민들은 부상을 입으면 [C:1:0:1]병원[C:7:0:0]으로 이송됩니다. 그들은 [C:5:0:0]의사[C:7:0:0]가 진찰할 때까지 그곳에서 휴식을 취하고 물을 공급받습니다. [B][C:1:0:1]병원[C:7:0:0]이 완전히 기능하려면 [C:6:0:0]침대[C:7:0:0], [C:6:0:1]양동이[C:7:0:0](수원 포함), 봉합용 [C:6:0:1]실[C:7:0:0], 붕대용 [C:6:0:1]천[C:7:0:0]이 있어야 합니다. 이러한 물품을 보관하려면 [C:1:0:1]병원[C:7:0:0] 내부에 [C:6:0:0]상자[C:7:0:0]나 [C:6:0:0]궤[C:7:0:0]를 만들어야 합니다. [B]일부 부상은 [C:6:0:1]부목[C:7:0:0]이나 [C:6:0:1]정형외과용 깁스[C:7:0:0]를 위한 [C:6:0:1]석고 가루[C:7:0:0]가 필요합니다. 감염을 예방하려면 [C:6:0:1]비누[C:7:0:0]가 필요합니다. 일부 환자는 치료 후 [C:6:0:1]목발[C:7:0:0]이 필요합니다. [B][C:5:0:1]귀족 및 관리자[C:7:0:0] 메뉴에서 [C:5:0:0]최고 의료 드워프[C:7:0:0]를 임명해야 합니다. [C:5:0:1]병원 정보 메뉴[C:7:0:0]에서 [C:1:0:1]병원[C:7:0:0]에 [C:5:0:0]의사[C:7:0:0]를 배정해야 합니다. 나중에 [C:5:0:0]진단 담당[C:7:0:0]과 같은 특정 역할에 [C:5:0:0]의사[C:7:0:0]를 배정할 수 있습니다. [B][C:5:0:0]의사[C:7:0:0]는 수술을 수행하기 위해 [C:6:0:0]탁자[C:7:0:0]가 필요합니다. 일부 부상은 [C:6:0:0]기계공 작업장[C:7:0:0]에서 만들 수 있는 [C:6:0:0]견인대[C:7:0:0]가 필요합니다.",
"[C:7:0:1]Libraries[C:7:0:0][B]The thirst for knowledge some residents have can be satisfied at the [C:1:0:1]Library[C:7:0:0]. [B]From the [C:5:0:1]Library Info Menu[C:7:0:0] you can assign [C:5:0:0]Scholars[C:7:0:0] who discuss their interests with the inhabitants, and [C:5:0:0]Scribes[C:7:0:0] to record them. Beware!  Some knowledge is dangerous.[B]In order to hold [C:6:0:1]Scrolls[C:7:0:0] and [C:6:0:1]Codices[C:7:0:0] you will need [C:6:0:0]Bookcases[C:7:0:0].  You will also need [C:6:0:0]Tables[C:7:0:0] for your [C:5:0:0]Scribes[C:7:0:0] to work on.  [C:6:0:0]Chests[C:7:0:0] or [C:6:0:0]Coffers[C:7:0:0] are needed to store the [C:6:0:1]Writing Material[C:7:0:0] for the [C:5:0:0]Scribes[C:7:0:0] to write on. ","[C:7:0:1]도서관[C:7:0:0][B]일부 주민들의 지식에 대한 갈증은 [C:1:0:1]도서관[C:7:0:0]에서 해소할 수 있습니다. [B][C:5:0:1]도서관 정보 메뉴[C:7:0:0]에서 주민들과 관심사를 논의할 [C:5:0:0]학자[C:7:0:0]와 이를 기록할 [C:5:0:0]필경사[C:7:0:0]를 지정할 수 있습니다. 조심하십시오! 어떤 지식은 위험합니다.[B][C:6:0:1]두루마리[C:7:0:0]와 [C:6:0:1]코덱스(고문서)[C:7:0:0]를 보관하려면 [C:6:0:0]책장[C:7:0:0]이 필요합니다. 또한 [C:5:0:0]필경사[C:7:0:0]가 작업할 [C:6:0:0]탁자[C:7:0:0]도 필요합니다. [C:5:0:0]필경사[C:7:0:0]가 글을 쓸 [C:6:0:1]필기구[C:7:0:0]를 보관하려면 [C:6:0:0]상자[C:7:0:0]나 [C:6:0:0]궤[C:7:0:0]가 필요합니다.",
"[C:7:0:1]Guildhalls[C:7:0:0][B][C:1:0:1]Guildhalls[C:7:0:0] are where the workers of specific professions gather to socialize and share their knowledge. [B]When deciding which guild to dedicate the [C:1:0:1]Guildhall[C:7:0:0] to, you can scroll over the names of the guilds and see how many workers of each profession there are and whether a guild has been established. [B]As the guild grows in power they may demand a [C:1:0:1]Guildhall[C:7:0:0] of greater value.  This can be increased by decorating the hall and building [C:6:0:0]Furniture[C:7:0:0] like [C:6:0:0]Statues[C:7:0:0].","[C:7:0:1]길드홀[C:7:0:0][B][C:1:0:1]길드홀[C:7:0:0]은 특정 직업의 일꾼들이 모여 사교 활동을 하고 지식을 공유하는 곳입니다. [B][C:1:0:1]길드홀[C:7:0:0]을 헌정할 길드를 결정할 때, 길드 이름 위로 스크롤하여 각 직업의 일꾼이 몇 명인지, 길드가 설립되었는지 확인할 수 있습니다. [B]길드의 힘이 커짐에 따라 더 높은 가치의 [C:1:0:1]길드홀[C:7:0:0]을 요구할 수 있습니다. 이는 홀을 장식하고 [C:6:0:0]동상[C:7:0:0]과 같은 [C:6:0:0]가구[C:7:0:0]를 건설하여 높일 수 있습니다.",
"Before you can create a military, you must appoint a [C:5:0:0]Militia Commander[C:7:0:0] from the [C:5:0:1]Nobles and administrators[C:7:0:0] menu. [B]Then from the [C:5:0:1]Squad[C:7:0:0] menu you can assign your first squad, led by the [C:5:0:0]Commander[C:7:0:0].  First you must assign the uniform.  A new uniform can be assigned later. [B]The squad can be customized and you can select the leader from the buttons at the top of the squad screen. ","군대를 창설하기 전에 [C:5:0:1]귀족 및 관리자[C:7:0:0] 메뉴에서 [C:5:0:0]민병대 사령관[C:7:0:0]을 임명해야 합니다. [B]그런 다음 [C:5:0:1]분대[C:7:0:0] 메뉴에서 [C:5:0:0]사령관[C:7:0:0]이 이끄는 첫 번째 분대를 지정할 수 있습니다. 먼저 제복을 지정해야 합니다. 새 제복은 나중에 지정할 수 있습니다. [B]분대는 사용자 지정할 수 있으며 분대 화면 상단의 버튼에서 분대장을 선택할 수 있습니다.",
"The most important buttons are the checkmark to select the squad to give orders and the [C:5:0:1]Position[C:7:0:0] button to add more soldiers to the squad. You can give individual orders to the soldiers by selecting them with the checkmark from the [C:5:0:1]Position[C:7:0:0] menu or the whole squad from the [C:5:0:1]Squad[C:7:0:0] menu. [B]The orders can be found at the bottom of the [C:5:0:1]Squad[C:7:0:0] menu when somebody is selected.  You can make a [C:3:0:1]Kill[C:7:0:0] order and confirm it. You can make a [C:3:0:1]Station[C:7:0:0] order to have your squad stand in that position.  You can create a [C:3:0:1]Patrol Route[C:7:0:0] and assign your squads to it.  The [C:3:0:1]Defend Burrow[C:7:0:0] order gives you a list of [C:1:0:0]Burrows[C:7:0:0] (created by pressing the [C:5:0:1]Burrow[C:7:0:0] menu) for your squad to defend.  The [C:3:0:1]Training[C:7:0:0] order allows your soldiers to train, but you must first assign a [C:3:0:0]Barracks[C:7:0:0] created from the [C:5:0:1]Zones[C:7:0:0] menu.","가장 중요한 버튼은 명령을 내릴 분대를 선택하는 체크 표시와 분대에 더 많은 군인을 추가하는 [C:5:0:1]직책[C:7:0:0] 버튼입니다. [C:5:0:1]직책[C:7:0:0] 메뉴에서 체크 표시로 선택하여 개별 군인에게 명령을 내리거나 [C:5:0:1]분대[C:7:0:0] 메뉴에서 전체 분대에게 명령을 내릴 수 있습니다. [B]누군가가 선택되면 [C:5:0:1]분대[C:7:0:0] 메뉴 하단에서 명령을 찾을 수 있습니다. [C:3:0:1]사살[C:7:0:0] 명령을 내리고 확인할 수 있습니다. [C:3:0:1]주둔[C:7:0:0] 명령을 내려 분대가 해당 위치에 서 있게 할 수 있습니다. [C:3:0:1]순찰 경로[C:7:0:0]를 생성하고 분대를 할당할 수 있습니다. [C:3:0:1]활동 구역 방어[C:7:0:0] 명령은 분대가 방어할 [C:1:0:0]활동 구역[C:7:0:0]([C:5:0:1]활동 구역[C:7:0:0] 메뉴를 눌러 생성) 목록을 제공합니다. [C:3:0:1]훈련[C:7:0:0] 명령은 군인들이 훈련할 수 있게 해주지만, 먼저 [C:5:0:1]구역[C:7:0:0] 메뉴에서 생성된 [C:3:0:0]병영[C:7:0:0]을 할당해야 합니다.",
"The [C:5:0:1]Equipment[C:7:0:0] menu allows you to customize the uniforms of the selected squads. You can assign new uniforms to your squads or add a new one to customize it and add it to the uniform list. You can also click on details to customize each individual soldier.","[C:5:0:1]장비[C:7:0:0] 메뉴에서는 선택한 분대의 제복을 사용자 지정할 수 있습니다. 분대에 새 제복을 할당하거나 새 제복을 추가하여 사용자 지정하고 제복 목록에 추가할 수 있습니다. 세부 정보를 클릭하여 각 개별 군인을 사용자 지정할 수도 있습니다.",
"The [C:5:0:1]Schedule menu[C:7:0:0] is a powerful tool to give automatic orders to the selected squad. Routines are individual orders given to a squad or individual members of a squad.  From here you can assign and edit the routines your soldiers will follow. [B]You can also give your squads a monthly schedule.  The routines are aligned along the top of the grid and the months of the year are shown down the left side.  To assign different orders for each month, line up with your chosen routine, go down the column, and press edit on the orders lining up with the month.  You can also copy an order from any cell.  Clicking on the column itself will assign the routine to the selected squad.","[C:5:0:1]일정 메뉴[C:7:0:0]는 선택한 분대에 자동 명령을 내릴 수 있는 강력한 도구입니다. 루틴은 분대나 분대의 개별 구성원에게 주어지는 개별 명령입니다. 여기에서 군인이 따를 루틴을 할당하고 편집할 수 있습니다. [B]분대에 월간 일정을 줄 수도 있습니다. 루틴은 그리드 상단에 정렬되고 연중 월은 왼쪽에 표시됩니다. 매달 다른 명령을 할당하려면 선택한 루틴에 맞춰 열을 따라 내려가 해당 월에 맞는 명령에서 편집을 누르십시오. 모든 셀에서 명령을 복사할 수도 있습니다. 열 자체를 클릭하면 선택한 분대에 루틴이 할당됩니다.",
