text,translation,tags
"when placing multiple ","거나 레버에 연결하여 요새 내의",
"zones at once.  Doors ","이동을 통제할 수도 있습니다.",
"can also be forbidden ","",
"or attached to levers ","",
"to control movement in ","",
"the fort.","",
"Hatches can be placed ","해치는 계단 통로 꼭대기나 경사",
"at the tops of ","로 위에 배치하여 금지하거나",
"stairwells or above ","레버에 연결했을 때 요새 내의",
"ramps to control ","이동을 통제할 수 있습니다.",
"movement in the fort ","",
"when they are forbidden ","",
"or attached to levers.","",
"Most terrain-altering ","벽과 바닥에서 다리, 경사로,",
"constructions can be ","계단 등에 이르기까지 대부분의",
"found here, from walls ","지형 변경 구조물을 여기서 찾을",
"and floors to bridges, ","수 있습니다.",
"ramps, stairs, and more.","",
"More complicated ","우물에서 동력 기계 부품, 레버",
"buildings from wells to ","및 수문에 이르기까지 더 복잡한",
"powered machine ","건물을 여기서 찾을 수 있습니다.",
"components to levers ","",
"and floodgates are ","",
"found here.","",
"Cages, ropes, and ","철창, 로프 및 동물 덫이 여기에",
"animal traps are found ","있습니다. 철창은 케이지 함정이",
"here.  Cages can be ","나 대형 동물을 운송하는 데 사용",
"used in cage traps or ","할 수 있습니다. 금속 철창과",
"to transport large ","사슬은 사법 시스템에서도 사용",
"animals.  Metal cages ","됩니다.",
"and chains are also ","",
"used by the justice ","",
"system.","",
"Various mechanical ","다양한 기계식 함정을 여기서",
"traps can be found ","찾을 수 있습니다. 압력판도 여기",
"here.  The pressure ","에 있으며, 함정 이외에도 응용",
"plate is also found ","할 수 있습니다.",
"here, which has ","",
"applications beyond ","",
"traps.","",
"Archery targets, siege ","궁술 과녁, 공성 무기 및 일부",
"weapons, and some ","장식용 전시품을 이 카테고리에",
"ornamental display ","서 찾을 수 있습니다.",
"items can be found in ","",
"this category.","",





"You can build walls ","벽을 설치합니다",
"Requires boulder, ","",
"block, or wood.","",
"You can build ","",
"reinforced walls ","강화된 벽을 설치합니다.",
"aboveground, in ","지상이나 동굴,",
"caverns, or in spaces ","또는 채굴된 공간에 설치하여",
"you have mined out in ","생물,물품 및 액체의 통행을",
"order to block the ","차단할 수 있습니다.",
"passage of creatures, ","두 개의 돌덩이, 블록, 또는 나무,",
"objects, and fluids.  ","금속 주괴가 필요합니다.",
"Requires two boulder, ","건물 파괴자에게", 
"block, or wood, and ","어느 정도 저항력을 제공합니다.",
"metal bars.  Provides ","",
"some resistance to ","",
"You can place floors ","지능적인 이유나 요새의",
"for functional reasons ","외관을 개선하기 위해 바닥을",
"or to enhance the ","설치할 수 있습니다. 돌덩이,",
"appearance of the ","블록 또는 나무가 필요합니다.",
"fortress.  Requires ","",
"boulder, block, or wood.","",
"You can build a ramp ","벽 옆에 경사로를 건설하여",
"next to a wall to ","위층으로 통하는 통로를",
"provide access to the ","만들 수 있습니다. 경사로",
"floor above.  The space ","위쪽 공간 또한 반드시",
"above the ramp must ","비어 있어야 합니다.",
"also be empty.  ","",

"staircases to connect ","다른 고도를 연결하기 위해 ",
"different elevations.  ","계단을 건설할 수 있습니다.",
"Staircases must span at ","계단은 최소 두 개 이상의 층에",
"least two elevations.  ","걸쳐 있어야 합니다.",
"Bridges can be used to ","다리는 빈 공간을 가로지르거나",
"span open spaces or ","물 또는 마그마 위에",
"placed above water or ","배치할 수 있습니다. 다리는",
"magma.  Bridges can be ","레버에 연결할 수 있으며,",
"connected to levers and ","들어 올려서 통행을",
"raised to block access.","차단할 수 있습니다.",
"Paved roads use less ","포장된 도로는 건설된 바닥보다",
"materials than ","재료가 적게 들며, 마차",
"constructed floors and ","경로에 식물이 자라나는 것을",
"can be used to stop ","방지하는 데 사용할 수",
"plants from growing ","있습니다.",
"over wagon trails.","",
"Dirt roads do not ","흙길은 재료가 필요하지",
"require materials, but ","않지만, 식물에 의해",
"the dirt road may ","금방 뒤덮일 수 있습니다.",
"quickly be overgrown by ","",
"plants.","",

"Fortifications block ","총안구는 생물의 이동은",
"creature movement but ","차단하지만 투사체는 통과",
"allow projectiles ","시킵니다. 총안구 근처의",
"through.  Soldiers near ","병사들은 날아오는 투사체로",
"fortifications are ","부터 상당히 안전합니다.",
"reasonably safe from ","",
"incoming projectiles.  ","",

"Blocks creatures but ","생물은 차단하지만 액체와",
"allows the passage of ","물건의 통과는 허용합니다.",
"fluids and items.  Can  ","",
"fluids and items.  Can   ","",
"fluids and items.  Can ","",
"be built on any floor.  ","어떤 바닥에나 건설할 수 있습니다.",
"Grates unlike bars have ","",
"a quality and enhance ","격자는 창살과 달리 품질이",
"the value of rooms.  ","있으며 방의 가치를 높여줍니다.",
"Grates can be connected ","격자는 레버에 연결할 수 있습니다.",
"to levers.","",
"or above liquids.  ","",
"Grates unlike bars have ","",
"Bars unlike grates do "," ",
"not have a quality and ","",
"so do not enhance the ","창살은 격자와 달리 품질이",
"be built over empty ","빈 공간, 계단, 경사로 위나 ",
"spaces, stairs, ramps, ","액체 위에 건설할 수 있습니다.",
"or above liquids.  Bars ","",
"unlike grates do not ","",
"have a quality and so ","",
"do not enhance the ","창살은 격자와 달리 품질이",
"value of rooms ","없으므로 방의 가치를",
"significantly.  Bars ","크게 높여주지는 않습니다.",
"can be connected to ","창살은 레버에 연결할 수 있습니다.",
"rooms.  A window object ","유리 화로에서 창문 물품을",
"must be made at a glass ","먼저 제작해야 배치할 수",
"furnace before it can ","있습니다.",
"be placed.","",
"This ornamental ","이 장식용 구조물은 방의",
"construction can ","가치를 높여줄 수 있습니다.",
"enhance the value of ","",
"rooms.  Three cut gem ","보석 세공소에서 세 개의",
"objects must be made at ","세공된 보석 물품을 제작해야",
"a jeweler's shop before ","배치할 수 있습니다.",

"Supports will stop ","기둥은 매우 드문 경우지만",
"cave-ins in the rare ","요새의 일부가 완전히 분리",
"event you completely ","되었을 때의 낙반을 방지합니다.",
"detach a piece of your ","그 외의 경우에는 장식용",
"fortress.  Otherwise, ","입니다.",
"they are ornamental.","",
"Use minecart tracks in ","광산 수레 궤도를 이이서",
"Track stops are used in ","운송 메뉴로 궤도 정류장을",
"conjunction with the ","연결하여 사용합니다.",
"hauling menu.  They can ","또한 광산 수레 궤도에",
"also be used to add ","마찰력을 추가할 수 있습니다",
"friction to minecart ","",
"tracks.","",
"Place the well in an ","우물을 수원이 있는 개방된",
"open space above water ","공간에 설치하여 시민들이",
"to provide a relatively ","비교적 안전하게 물을 길을",
"safe area for your ","수 있는 구역을 제공합니다.",
"citizens to draw water. ","작동하려면 기계장치, 블록,",
"Requires mechanisms, ","사슬이나 로프, 그리고",
"blocks, a chain or ","양동이가 필요합니다.",
"rope, and a bucket.","",
"Use floodgates to ","수문을 사용하여 요새 내",
"control the flow of ","공간 사이의 액체 흐름을",
"fluids between spaces ","제어하십시오. 작동하려면",
"in your fortress.  Must ","레버나 압력판에 연결해야",
"be attached to a lever ","합니다. 배치하기 전에",
"or pressure plate to ","수문 물품이 제작되어",
"function.  Requires a ","있어야 합니다.",
"floodgate object to be ","",
"built before it can be ","",
"Use a screw pump to ","스크류 펌프를 사용하여",
"move liquids upward ","액체를 펌프 아래 층에서",
"from the elevation ","펌프와 같은 층으로",
"below the pump to the ","끌어올립니다.",
"same elevation as the ","",
"pump.","",
"Place the water wheel ","물레를 흐르는 물 위에",
"above flowing water to ","설치하여 맷돌이나 스크류",
"generate power for ","펌프와 같은 기계에 필요한",
"machines, such as the ","동력을 생성합니다.",
"millstone or screw pump.","",
"Place the windmill ","풍차를 지상에 설치하여",
"aboveground to generate ","맷돌이나 스크류 펌프와 같은",
"power for machines, ","기계에 필요한 동력을",
"such as the millstone ","생성합니다. 모든 지역에",
"or screw pump.  Not all ","강한 바람이 부는 것은",
"areas have strong winds.","아닙니다.",
"Use the gear assembly ","기어 어셈블리를 사용하여",
"to connect axles and ","축과 기계를 서로",
"machinery together.  ","연결합니다.",
"Gear assemblies can be ","기어 어셈블리는 레버에",
"disengaged temporarily ","연결하여 일시적으로",
"by linking them to ","분리할 수 있습니다.",
"levers.","",
"Vertical axles transfer ","수직축은 인접한 두 고도",
"power between two ","사이에서 동력을 전달",
"adjacent elevations.","합니다.",
"Horizontal axles ","수평축은 같은 고도에서",
"transfer power on the ","동력을 전달합니다.",
"same elevation.  ","수평축은 동서 방향이나",
"Horizontal axles can be ","남북 방향으로 설치할 수",
"east-west or ","있습니다.",
"north-south.","",
"here.  Powered version ","손맷돌의 동력 버전입니다.",
"of the quern.  Must be ","작동하려면 풍차나 수차에",
"hooked to a windmill or ","연결해야 합니다.",
"water wheel to function.","",
"Rollers move minecarts ","롤러는 시민이 직접 수레를",
"on tracks without the ","밀거나 안내할 필요 없이",
"need for a citizen to ","궤도 위에서 광산 수레를",
"push or guide the ","이동시킵니다.",
"minecart.","",

"A chain can be placed ","쇠사슬은 사법 시스템에서",
"for use in the justice ","사용하거나 동물을",
"system or for the ","속박하기 위해 설치할 수",
"restraint of an animal.","있습니다.",
"Cages can be used to ","철창은 동물을 가두는 데",
"contain an animal, and ","사용할 수 있으며, 금속",
"metal cages can be used ","철창은 사법 시스템에서",
"by the justice system.  ","사용될 수 있습니다.",
"Glass cages can be ","유리 철창은 물을 채워",
"filled with water and ","수족관으로 사용할 수",
"used as aquariums.","있습니다.",
"Animal traps can be ","동물 덫은 야생에 설치할 수",
"placed in the wild and ","있으며, 작은 생물을",
"baited with meat, ","잡기 위해 고기, 식물,",
"plants, or gems, in ","또는 보석으로 미끼를",
"order to catch small ","놓을 수 있습니다.",
"creatures.","",

"Pressure plates, like ","압력판 트리거는 레버처럼",
"are used with ","압력판의 트리거는 생물 무게,",
"their state.  The ","액체 또는 광산 수레의 통과로",
"trigger for pressure ","작동 가능합니다.",
"plates can be set by ","",
"creature weight, fluid, ","",
"or minecart passage.","",
"Levers are used with ","레버는",
"levers, are used with ","",
"machines, doors, ","기계나 문, 수문, 다리, 철창 및",
"floodgates, bridges, ","기타 구조물과 함께 사용하여",
"cages, and other ","온오프 상태를 변경합니다",
"structures to change ","",
"their state.","",




"Stone-fall traps drop a ","낙석 함정은 침입자에게 돌을",
"stone on intruders.  ","떨어뜨립니다. 돌덩이를 장전해",
"Must be loaded with ","야 합니다.",
"boulders.","",
"Weapon traps use a ","무기 함정은 무기나 함정 부품을",
"weapon or trap ","사용하여 침입자를 공격합니다.",
"component to strike ","원거리 무기와 함께 사용할 수",
"intruders.  Can be used ","있으며 탄약을 장전할 수 있습니",
"with ranged weapons and ","다. 한 번에 여러 무기를 사용할",
"loaded with ammo.  Can ","수 있습니다.",
"use multiple weapons at ","",
"once.","",
"Cage traps capture ","케이지 함정은 침입자를 철창에",
"intruders in cages.  ","가둡니다. 철창을 장전해야 합니",
"Must be loaded with a ","다.",
"cage.","",
"Upright weapons are a ","수직 무기는 침입자가 넘어지기",
"nasty place for ","에 끔찍한 곳입니다. 레버나",
"intruders to fall upon. ","압력판에 연결하여 침입자에게",
"Can also be linked to ","솟아오르게 할 수도 있습니다.",
"levers or pressure ","",
"plates to raise them ","",
"into intruders.","",
"Archery targets are ","궁술 과녁은 궁수를 훈련하기",
"used in archery range ","위해 궁술 훈련장 구역에서 사용",
"zones for training ","됩니다.",
"archers.","",
"Ornamental.  Demanded ","장식용. 일부 귀족들이 요구합니",
"by some nobles.","다.",
"A ballista fires a ","발리스타는 발리스타 화살을",
"ballista arrow in a ","고정된 방향으로 발사합니다.",
"fixed direction.  The ","조작자는 원뿔 범위 내에서 조준",
"operator can adjust the ","을 자유롭게 조정할 수 있습니다.",
"aim freely within a ","",
"cone.","",
"A catapult fires a ","투석기는 돌덩이를 고정된 방향",
"boulder in a fixed ","으로 발사합니다. 조작자는 원뿔",
"direction.  The ","범위 내에서 조준을 자유롭게",
"A bolt thrower fires a ","조정할 수 있습니다.",
"regular bolts rapidly.  ","노포는 일반 화살을 빠르게 발사",
"The operator swivels ","합니다. 조작자는 인접한 타일",
"the machine from any ","어디에서나 기계를 회전시킬 수",
"available adjacent ","있습니다.",
"tiles.","",
"Start painting a new ","새 저장구역 그리기를 시작합니",
"stockpile.  Once the ","다. 타일을 선택하면 세부 정보",
"tiles are chosen, ","를 설정할 수 있습니다.",
"you'll be able to set ","",
"the details.","",
"Erase a portion of this ","이 저장구역의 일부를 지웁니",
"stockpile.","다.",
"Remove the stockpile ","그려지고 있는 저장구역을 영구",
"being painted ","적으로 제거합니다. 기존 저장",
"permanently.  Also ","구역도 제거합니다!",
"stockpiles.","",
"removes existing zones!","기존 구역을 제거합니다!",
"Finish placing zones.","구역 배치 완료.",
"Finish establishing ","활동구역 설정 완료.",
"burrows.","",
"Finish setting hauling ","운송 경로 설정 완료.",
"routes.","",
"Finish setting traffic ","통행 구역 설정 완료.",
"areas.","",
"Set a high traffic ","높은 통행 우선순위 구역을 설정",
"area.  Use this in wide ","합니다. 넓은 중앙 통로에 사용",
"central passages.","하십시오.",
"Set a normal traffic ","보통 통행 우선순위 구역을 설정",
"area, the default state.","합니다. 기본 상태입니다.",
"Set a low traffic area. ","낮은 통행 우선순위 구역을 설정",
"Citizens will look for ","합니다. 시민들이 더 나은 경로를",
"better routes.","찾을 것입니다.",
"Set a restricted ","제한된 통행 구역을 설정합니다.",
"traffic area.  Citizens ","시민들은 더 나은 경로를 찾으려",
"will look hard for ","노력할 것입니다. 다른 경로가",
"better routes.  They ","없거나 너무 긴 경우에도 여전히",
"will still use the area ","이 구역을 사용합니다.",
"if other routes do not ","",
"exist or are too long.","",
"Finish setting ","물품/건물 지정 설정 완료.",
"item/building ","",
"designations.","",
"Claim a forbidden item ","금지된 물품이나 건물을 사용",
"or building so it will ","가능하게 하여 시민들이 사용할",
"be used by your ","수 있도록 합니다.",
"citizens.","",
"Forbid your citizens ","시민들이 물품이나 건물을 사용",
"from using an item or ","하지 못하도록 금지합니다.",
"building.","",
"Designate an item for ","",
"dumping in a dumping ","덤핑 구역에 버릴 물품을 지정합",
"zone.","니다.",
"Remove dumping ","버리기 지정을 제거합니다.",
"melting at any smelter.","제련소에서 녹일 물품을 지정합니다.",
"Remove melting ","녹이기 지정을 제거합니다.",
"Remove hidden ","숨기기 지정을 제거합니다.",
"Hide an item or ","물품이나 건물을 시야에서 숨깁",
"building from your ","니다. 시민들은 여전히 그것을",
"view.  Citizens will ","사용할 것입니다.",
"still use it.","",
"This crucial building ","이 중요한 건물은 모든 거래가",
"is where all trading ","이루어지는 곳입니다. 먼 문명",
"will be done.  Pack ","에서 온 짐 싣는 짐승들은 지도",
"animals from distant ","가장자리에서 이 건물까지 접근",
"civilizations will need ","해야 합니다. 나중에 마차는 교역",
"to access this building ","소까지 3칸 너비의 깨끗한 길을",
"from the edge of the ","필요로 할 것입니다.",
"map.  Later, wagons ","",
"will need a clear ","",
"3-wide path to the ","",
"depot.","",
